EBIT,Invested Capital,Free Cash Flow,Asset Turnover,Debt to Equity,R&D to Revenue,SG&A to Revenue,Market Cap,Sector,ROIC,Sector_Grouped
7995130.0,24924668.0,-474578.0,2.7947558716956533,0.0971,0.0,0.0691460394517345,35878665.68,Consumer Defensive,0.1974,Consumer Defensive
-54181000.0,130903000.0,4617000.0,1.0202754238279514,0.7852,0.0,0.5346404329480829,67346960.8,Consumer Defensive,-0.1249,Consumer Defensive
5775147.929,308278561.675,15868456.9868,0.18374131741149713,0.2058,0.0,0.2668519394517819,219591540.0,Consumer Defensive,-0.0276,Consumer Defensive
9821000.0,6633000.0,7886000.0,2.8202765660702096,0.0559,0.0,0.32691852420810075,71108702.6,Consumer Defensive,1.3776,Consumer Defensive
9463000.0,79487000.0,-12018000.0,1.8616303944633865,0.0,0.0,0.32734116336897157,277753713.12,Consumer Defensive,0.1533,Consumer Defensive
24250000.0,155063000.0,-4763000.0,2.7551075482181124,0.2223,0.0,0.23715415019762845,365940700.4,Consumer Defensive,0.1129,Consumer Defensive
20636000.0,-18780000.0,30274000.0,2.3713361248572515,0.0,0.0,0.6154908098563288,146595105.7,Consumer Defensive,0.0,Consumer Defensive
3040405.0,17942481.0,955536.0,1.4147792546174458,0.0558,0.0,0.26841872906607567,40292518.48,Consumer Defensive,0.103,Consumer Defensive
90576375.0,262979310.0,10566713.0,0.9373442460398927,0.5886,0.0,0.030890015551799186,219773047.34,Consumer Defensive,0.1961,Consumer Defensive
276000.0,13244000.0,686000.0,2.539298245614035,2.0329,0.0,0.1900419142370227,77193346.8,Consumer Defensive,0.0171,Consumer Defensive
76711.0,17292853.0,-1299941.0,2.135926878207198,0.2497,0.0,0.4368055437967965,14818773.06,Consumer Defensive,0.0036,Consumer Defensive
6596437.0,11101531.0,5616197.0,1.114691876284153,0.0,0.0,0.182649948996814,72595258.2,Consumer Defensive,0.1351,Consumer Defensive
6714539.9085,77214794.1027,3188866.2938,0.7991778271003848,0.0,0.0,0.179250534614956,88449880.0,Consumer Defensive,0.0913,Consumer Defensive
3226359.0,33254825.0,-709961.0,0.4892666084756706,0.2597,0.0,0.40975975509362234,28201514.0,Consumer Defensive,0.0625,Consumer Defensive
1797504407.975,32082734300.8273,408721009.0872,0.3882662958942531,1.8644,0.0,0.21679787138270282,9866830000.0,Basic Materials,0.0244,Basic Materials
11982000000.0,125602000000.0,3833000000.0,0.3015220321232048,0.5539,0.01884751167293019,0.029495501651292562,64910530000.0,Basic Materials,0.0513,Basic Materials
55500000.0,6054600000.0,-403900000.0,1.3474937862468932,-4.9178,0.0,0.03799744839141061,1051824009.06,Basic Materials,0.0271,Basic Materials
124504000.0,1387201000.0,191420000.0,1.020834083728221,1.0469,0.0,0.1508941985591488,1769880000.0,Basic Materials,0.0557,Basic Materials
-272000000.0,71887000000.0,3302000000.0,0.340883525922896,1.0307,0.005299735013249337,0.028998550072496375,24273799913.92,Basic Materials,-0.0038,Basic Materials
1217317000.0,14147661000.0,711479000.0,1.3515138102272122,0.5898,0.0,0.02467668896407752,15646946909.85,Basic Materials,0.0661,Basic Materials
413000000.0,10384000000.0,1102000000.0,1.4573378839590443,0.9208,0.0,0.029873764779802366,3890258792.28,Basic Materials,0.0575,Basic Materials
-7133500000.0,4747900000.0,74800000.0,1.0718098627351296,-1.9748,0.0,0.04586149650183802,1093814363.46,Basic Materials,0.0268,Basic Materials
230100000.0,6739300000.0,808500000.0,0.45453537194010935,0.5316,0.01645287228109314,0.0,3492630000.0,Basic Materials,0.0289,Basic Materials
-382800000.0,4280700000.0,-10500000.0,0.187026637127106,0.385,0.016253443526170797,0.0349862258953168,1186950000.0,Basic Materials,-0.0704,Basic Materials
995065339.8423,21643840030.0413,1007884716.4852,0.6748852556686925,0.6062,0.0,0.06411707949772227,3977600000.0,Basic Materials,0.0268,Basic Materials
337000000.0,15861000000.0,398000000.0,0.7038008565310493,0.0323,0.007225983114018408,0.029132121396516317,4337220791.092,Basic Materials,0.0116,Basic Materials
252655000.0,6771057000.0,-127198000.0,0.1444348115407296,0.114,0.015198066483815416,0.06385997177635713,659850000.0,Basic Materials,0.025,Basic Materials
207200000.0,1868100000.0,93000000.0,0.8306586116155813,0.6662,0.0,0.07411208281277887,1780484757.48,Basic Materials,0.0611,Basic Materials
2099000000.0,18615000000.0,1425000000.0,1.1812278990367029,0.5906,0.0,0.1088028078143952,23635587075.6504,Basic Materials,0.0531,Basic Materials
186000000.0,11163000000.0,1230000000.0,0.5594482154587257,1.3079,0.027788649706457925,0.018003913894324854,3514800000.0,Basic Materials,0.05,Basic Materials
205043000.0,3555358000.0,72601000.0,1.8409654820903778,1.0158,0.0,0.06611399735922778,2058423277.25,Basic Materials,0.0546,Basic Materials
720000000.0,6060000000.0,490000000.0,0.9719755826859046,3.7056,0.0,0.19226377390807878,7889061494.82,Basic Materials,0.1247,Basic Materials
166797000.0,1820233000.0,151558000.0,0.9535736754206546,0.2305,0.0,0.025475882968884155,2170335055.2,Basic Materials,0.0557,Basic Materials
39359000.0,2483034000.0,-38985000.0,0.22138233047340836,0.3734,0.03927265611115437,0.06297762894359012,1024981447.77,Basic Materials,0.0069,Basic Materials
367440000.0,7867924000.0,516439000.0,1.2105294519310303,1.0236,0.0,0.04104647901221935,4745808563.16,Basic Materials,0.0325,Basic Materials
179100000.0,2574000000.0,-14100000.0,0.4966234364208426,1.6062,0.0,0.1932318627829715,2805895059.12,Basic Materials,0.0401,Basic Materials
-1567582000.0,1468642000.0,-10696000.0,0.4425419175827962,0.8453,0.03419626200565638,0.06424776088413224,528632494.46,Basic Materials,-0.9618,Basic Materials
1085000000.0,8520000000.0,284000000.0,0.773306048203729,0.9663,0.012643340194060571,0.11143781240811526,9211802661.36,Basic Materials,0.0728,Basic Materials
579000000.0,12631000000.0,153000000.0,1.0599652110226128,2.8836,0.013646571083088616,0.0841250647780273,5562821350.78,Basic Materials,0.0506,Basic Materials
106537530.2663,2785714285.7143,-31476997.5787,1.217131474103582,-31.6977,0.010365521003816245,0.054555373704304334,1390500000.0,Basic Materials,0.0918,Basic Materials
-54500000.0,4310900000.0,-42400000.0,0.23868049635313063,0.2451,0.042365314019247945,0.04444885405298145,2694590000.0,Basic Materials,-0.0075,Basic Materials
2235000000.0,16129000000.0,714000000.0,0.413795702977761,1.0185,0.0036436509382401167,0.07341956640553834,18819407988.95,Basic Materials,0.0573,Basic Materials
1125277506.5715,23433779947.4277,-384824258.3552,0.32403399032694463,3.4322,0.0,0.09179813362477351,2673290000.0,Basic Materials,0.04,Basic Materials
176925000.0,1227545000.0,78822000.0,0.714699358536985,1.226,0.0,0.10147922818711569,1385072136.84,Basic Materials,0.1466,Basic Materials
2341000000.0,10691500000.0,-377000000.0,0.4214426614064083,1.0909,0.0,0.0320472274931478,13554837403.88,Basic Materials,0.1256,Basic Materials
